Wall time,Step,Value
1747934344.485407,49,0.140625
1747934359.515968,99,0.15625
1747934374.2141368,149,0.203125
1747934389.413414,199,0.40625
1747934404.6092916,249,0.484375
1747934429.6272528,299,0.515625
1747934443.9925954,349,0.65625
1747934459.3270726,399,0.65625
1747934473.6737008,449,0.734375
1747934487.8661659,499,0.78125
1747934502.3036747,549,0.84375
1747934526.3915093,599,0.796875
1747934540.6153502,649,0.828125
1747934554.755764,699,0.71875
1747934569.1398215,749,0.90625
1747934583.6161838,799,0.828125
1747934607.160606,849,0.890625
1747934621.3086476,899,0.859375
1747934635.8158967,949,0.921875
1747934650.1944025,999,0.921875
1747934664.351977,1049,0.78125
1747934678.4634695,1099,0.8125
1747934701.9403377,1149,0.828125
1747934715.9703915,1199,0.859375
1747934729.8061922,1249,0.84375
1747934743.8523831,1299,0.875
1747934758.0564928,1349,0.96875
1747934781.0263119,1399,0.9375
1747934794.8705351,1449,0.890625
1747934808.769695,1499,0.90625
1747934822.86736,1549,0.890625
1747934837.4698725,1599,0.921875
1747934852.447271,1649,0.90625
1747934876.026575,1699,0.953125
1747934890.3044946,1749,0.9375
1747934904.6436462,1799,0.9375
1747934919.2769063,1849,0.921875
1747934933.420561,1899,0.953125
1747934956.4687586,1949,0.96875
1747934970.4609966,1999,0.9375
1747934984.7078211,2049,0.9375
1747934998.7423158,2099,0.890625
1747935013.3404243,2149,0.953125
1747935028.220746,2199,0.890625
1747935052.114596,2249,0.953125
1747935066.2372122,2299,0.84375
1747935081.499997,2349,0.921875
1747935096.8359761,2399,0.921875
1747935111.3346353,2449,0.953125
1747935136.4277556,2499,0.96875
1747935150.4987357,2549,0.9375
1747935164.9046445,2599,0.921875
1747935179.1822147,2649,0.921875
1747935194.362865,2699,0.984375
1747935209.1162405,2749,0.921875
1747935236.221332,2799,0.96875
1747935251.5576196,2849,0.953125
1747935265.8178868,2899,0.9375
1747935280.20373,2949,1.0
1747935294.5581133,2999,0.984375
1747935317.739551,3049,0.96875
1747935331.7112212,3099,0.984375
1747935346.0065107,3149,0.953125
1747935359.953893,3199,0.921875
1747935374.38384,3249,0.9375
1747935388.8389454,3299,0.953125
1747935412.2052562,3349,0.90625
1747935426.5438826,3399,0.953125
1747935440.9640405,3449,0.96875
1747935454.7853065,3499,0.96875
1747935468.4899077,3549,0.96875
1747935491.294057,3599,0.96875
1747935504.9226842,3649,1.0
1747935518.5294113,3699,0.96875
1747935532.4101517,3749,1.0
1747935546.2256017,3799,0.953125
1747935560.2362392,3849,0.984375
1747935582.9729533,3899,0.984375
1747935596.8656197,3949,0.9375
1747935610.597624,3999,0.953125
1747935624.5649292,4049,0.984375
1747935638.3933978,4099,0.984375
1747935661.1023188,4149,0.96875
1747935674.913166,4199,0.921875
1747935688.7208104,4249,0.96875
1747935702.4955974,4299,0.96875
1747935716.6325912,4349,0.9375
1747935730.5572603,4399,0.96875
1747935753.4717982,4449,1.0
1747935767.3127773,4499,0.984375
1747935781.3467133,4549,0.96875
1747935795.1782205,4599,0.953125
1747935808.9769404,4649,0.96875
1747935831.6559532,4699,0.9375
1747935845.3348744,4749,0.96875
1747935859.0369127,4799,0.96875
1747935872.6599064,4849,0.96875
1747935886.5373328,4899,0.96875
1747935900.5635064,4949,0.984375
1747935923.5552306,4999,0.96875
1747935937.4224827,5049,0.984375
1747935951.030588,5099,0.953125
1747935965.16443,5149,0.96875
1747935979.0034468,5199,0.984375
1747936001.5991974,5249,0.984375
1747936015.361839,5299,0.984375
1747936029.1290307,5349,0.984375
1747936042.7587185,5399,1.0
1747936056.814469,5449,0.984375
1747936070.833302,5499,0.984375
